case_id,layout,split,candidate,ablation,status,tp,fp,fn,precision,recall,f1,admissible_secondary,wall_median_ms,wall_p95_ms,deterministic
EVAL-L2-S2203,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1706.64985,1993.91204,True
EVAL-L2-S2204,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1772.4685,1855.372755,True
EVAL-L2-S2204,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1772.4685,1855.372755,True
EVAL-L2-S2204,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1772.4685,1855.372755,True
EVAL-L2-S2204,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1772.4685,1855.372755,True
EVAL-L2-S2204,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1799.0505,2033.400785,True
EVAL-L2-S2204,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1799.0505,2033.400785,True
EVAL-L2-S2204,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1799.0505,2033.400785,True
EVAL-L2-S2204,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1799.0505,2033.400785,True
EVAL-L2-S2204,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1853.87,2330.495305,True
EVAL-L2-S2204,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1853.87,2330.495305,True
EVAL-L2-S2204,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1853.87,2330.495305,True
EVAL-L2-S2204,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1853.87,2330.495305,True
EVAL-L2-S2204,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1733.50375,1792.184005,True
EVAL-L2-S2204,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1733.50375,1792.184005,True
EVAL-L2-S2204,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1733.50375,1792.184005,True
EVAL-L2-S2204,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1733.50375,1792.184005,True
EVAL-L2-S2205,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1773.0574,1892.756775,True
EVAL-L2-S2205,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1773.0574,1892.756775,True
EVAL-L2-S2205,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1773.0574,1892.756775,True
EVAL-L2-S2205,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1773.0574,1892.756775,True
EVAL-L2-S2205,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1838.78085,1926.99752,True
EVAL-L2-S2205,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1838.78085,1926.99752,True
EVAL-L2-S2205,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1838.78085,1926.99752,True
EVAL-L2-S2205,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1838.78085,1926.99752,True
EVAL-L2-S2205,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1812.638,2076.16021,True
EVAL-L2-S2205,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1812.638,2076.16021,True
EVAL-L2-S2205,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1812.638,2076.16021,True
EVAL-L2-S2205,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1812.638,2076.16021,True
EVAL-L2-S2205,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1823.7028,2213.231255,True
EVAL-L2-S2205,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1823.7028,2213.231255,True
EVAL-L2-S2205,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1823.7028,2213.231255,True
EVAL-L2-S2205,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1823.7028,2213.231255,True
EVAL-L2-S2206,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1783.33795,2130.22536,True
EVAL-L2-S2206,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1783.33795,2130.22536,True
EVAL-L2-S2206,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1783.33795,2130.22536,True
EVAL-L2-S2206,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1783.33795,2130.22536,True
EVAL-L2-S2206,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1780.3462,1943.5213,True
EVAL-L2-S2206,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1780.3462,1943.5213,True
EVAL-L2-S2206,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1780.3462,1943.5213,True
EVAL-L2-S2206,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1780.3462,1943.5213,True
EVAL-L2-S2206,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1848.76205,2020.040655,True
EVAL-L2-S2206,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1848.76205,2020.040655,True
EVAL-L2-S2206,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1848.76205,2020.040655,True
EVAL-L2-S2206,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1848.76205,2020.040655,True
EVAL-L2-S2206,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1767.4363,1891.451845,True
EVAL-L2-S2206,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1767.4363,1891.451845,True
EVAL-L2-S2206,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1767.4363,1891.451845,True
EVAL-L2-S2206,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1767.4363,1891.451845,True
EVAL-L2-S2207,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1847.1665,2373.56281,True
EVAL-L2-S2207,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1847.1665,2373.56281,True
EVAL-L2-S2207,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1847.1665,2373.56281,True
EVAL-L2-S2207,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1847.1665,2373.56281,True
EVAL-L2-S2207,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1814.3349,2034.93061,True
EVAL-L2-S2207,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1814.3349,2034.93061,True
EVAL-L2-S2207,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1814.3349,2034.93061,True
EVAL-L2-S2207,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1814.3349,2034.93061,True
EVAL-L2-S2207,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1766.30615,2153.709295,True
EVAL-L2-S2207,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1766.30615,2153.709295,True
EVAL-L2-S2207,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1766.30615,2153.709295,True
EVAL-L2-S2207,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1766.30615,2153.709295,True
EVAL-L2-S2207,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1710.41695,1969.506285,True
EVAL-L2-S2207,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1710.41695,1969.506285,True
EVAL-L2-S2207,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1710.41695,1969.506285,True
EVAL-L2-S2207,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1710.41695,1969.506285,True
EVAL-L2-S2208,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1861.49555,2331.03106,True
EVAL-L2-S2208,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1861.49555,2331.03106,True
EVAL-L2-S2208,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1861.49555,2331.03106,True
EVAL-L2-S2208,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1861.49555,2331.03106,True
EVAL-L2-S2208,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1915.5294,2108.784785,True
EVAL-L2-S2208,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1915.5294,2108.784785,True
EVAL-L2-S2208,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1915.5294,2108.784785,True
EVAL-L2-S2208,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1915.5294,2108.784785,True
EVAL-L2-S2208,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1766.86615,1956.210045,True
EVAL-L2-S2208,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1766.86615,1956.210045,True
EVAL-L2-S2208,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1766.86615,1956.210045,True
EVAL-L2-S2208,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1766.86615,1956.210045,True
EVAL-L2-S2208,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1765.9013,2047.53327,True
EVAL-L2-S2208,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1765.9013,2047.53327,True
EVAL-L2-S2208,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1765.9013,2047.53327,True
EVAL-L2-S2208,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1765.9013,2047.53327,True
EVAL-L2-S2209,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1759.07395,2127.99974,True
EVAL-L2-S2209,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1759.07395,2127.99974,True
EVAL-L2-S2209,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1759.07395,2127.99974,True
EVAL-L2-S2209,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1759.07395,2127.99974,True
EVAL-L2-S2209,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1735.99,1917.47453,True
EVAL-L2-S2209,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1735.99,1917.47453,True
EVAL-L2-S2209,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1735.99,1917.47453,True
EVAL-L2-S2209,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1735.99,1917.47453,True
EVAL-L2-S2209,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1828.81235,1870.767735,True
EVAL-L2-S2209,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1828.81235,1870.767735,True
EVAL-L2-S2209,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1828.81235,1870.767735,True
EVAL-L2-S2209,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1828.81235,1870.767735,True
EVAL-L2-S2209,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1821.69855,2093.72394,True
EVAL-L2-S2209,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1821.69855,2093.72394,True
EVAL-L2-S2209,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1821.69855,2093.72394,True
EVAL-L2-S2209,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1821.69855,2093.72394,True
EVAL-L2-S2210,L2,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1815.3174,1991.91717,True
EVAL-L2-S2210,L2,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1815.3174,1991.91717,True
EVAL-L2-S2210,L2,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1815.3174,1991.91717,True
EVAL-L2-S2210,L2,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1815.3174,1991.91717,True
EVAL-L2-S2210,L2,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1788.90035,2149.663665,True
EVAL-L2-S2210,L2,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1788.90035,2149.663665,True
EVAL-L2-S2210,L2,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1788.90035,2149.663665,True
EVAL-L2-S2210,L2,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1788.90035,2149.663665,True
EVAL-L2-S2210,L2,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1736.6814,2091.23597,True
EVAL-L2-S2210,L2,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1736.6814,2091.23597,True
EVAL-L2-S2210,L2,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1736.6814,2091.23597,True
EVAL-L2-S2210,L2,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1736.6814,2091.23597,True
EVAL-L2-S2210,L2,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1804.58635,2082.048215,True
EVAL-L2-S2210,L2,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1804.58635,2082.048215,True
EVAL-L2-S2210,L2,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1804.58635,2082.048215,True
EVAL-L2-S2210,L2,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1804.58635,2082.048215,True
EVAL-L3-S2301,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1813.11545,2047.871445,True
EVAL-L3-S2301,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1813.11545,2047.871445,True
EVAL-L3-S2301,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1813.11545,2047.871445,True
EVAL-L3-S2301,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1813.11545,2047.871445,True
EVAL-L3-S2301,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1853.8525,2162.220175,True
EVAL-L3-S2301,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1853.8525,2162.220175,True
EVAL-L3-S2301,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1853.8525,2162.220175,True
EVAL-L3-S2301,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1853.8525,2162.220175,True
EVAL-L3-S2301,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1818.67795,2081.19335,True
EVAL-L3-S2301,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1818.67795,2081.19335,True
EVAL-L3-S2301,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1818.67795,2081.19335,True
EVAL-L3-S2301,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1818.67795,2081.19335,True
EVAL-L3-S2301,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1850.3272,2138.320575,True
EVAL-L3-S2301,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1850.3272,2138.320575,True
EVAL-L3-S2301,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1850.3272,2138.320575,True
EVAL-L3-S2301,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1850.3272,2138.320575,True
EVAL-L3-S2302,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1795.66625,1940.622775,True
EVAL-L3-S2302,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1795.66625,1940.622775,True
EVAL-L3-S2302,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1795.66625,1940.622775,True
EVAL-L3-S2302,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1795.66625,1940.622775,True
EVAL-L3-S2302,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1866.73585,2250.18733,True
EVAL-L3-S2302,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1866.73585,2250.18733,True
EVAL-L3-S2302,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1866.73585,2250.18733,True
EVAL-L3-S2302,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1866.73585,2250.18733,True
EVAL-L3-S2302,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1872.80275,2244.56823,True
EVAL-L3-S2302,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1872.80275,2244.56823,True
EVAL-L3-S2302,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1872.80275,2244.56823,True
EVAL-L3-S2302,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1872.80275,2244.56823,True
EVAL-L3-S2302,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1788.14595,2032.521615,True
EVAL-L3-S2302,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1788.14595,2032.521615,True
EVAL-L3-S2302,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1788.14595,2032.521615,True
EVAL-L3-S2302,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1788.14595,2032.521615,True
EVAL-L3-S2303,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1858.60825,2110.009705,True
EVAL-L3-S2303,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1858.60825,2110.009705,True
EVAL-L3-S2303,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1858.60825,2110.009705,True
EVAL-L3-S2303,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1858.60825,2110.009705,True
EVAL-L3-S2303,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1880.8928,2190.15263,True
EVAL-L3-S2303,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1880.8928,2190.15263,True
EVAL-L3-S2303,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1880.8928,2190.15263,True
EVAL-L3-S2303,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1880.8928,2190.15263,True
EVAL-L3-S2303,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1880.30245,2447.125595,True
EVAL-L3-S2303,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1880.30245,2447.125595,True
EVAL-L3-S2303,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1880.30245,2447.125595,True
EVAL-L3-S2303,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1880.30245,2447.125595,True
EVAL-L3-S2303,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1890.392,1986.227875,True
EVAL-L3-S2303,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1890.392,1986.227875,True
EVAL-L3-S2303,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1890.392,1986.227875,True
EVAL-L3-S2303,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1890.392,1986.227875,True
EVAL-L3-S2304,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1787.65555,2037.418835,True
EVAL-L3-S2304,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1787.65555,2037.418835,True
EVAL-L3-S2304,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1787.65555,2037.418835,True
EVAL-L3-S2304,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1787.65555,2037.418835,True
EVAL-L3-S2304,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,2359.56325,3214.493655,True
EVAL-L3-S2304,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,2359.56325,3214.493655,True
EVAL-L3-S2304,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,2359.56325,3214.493655,True
EVAL-L3-S2304,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,2359.56325,3214.493655,True
EVAL-L3-S2304,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,2426.65835,3135.896555,True
EVAL-L3-S2304,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,2426.65835,3135.896555,True
EVAL-L3-S2304,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,2426.65835,3135.896555,True
EVAL-L3-S2304,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,2426.65835,3135.896555,True
EVAL-L3-S2304,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,2005.6468,2413.471555,True
EVAL-L3-S2304,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,2005.6468,2413.471555,True
EVAL-L3-S2304,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,2005.6468,2413.471555,True
EVAL-L3-S2304,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,2005.6468,2413.471555,True
EVAL-L3-S2305,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,1818.13765,2079.161455,True
EVAL-L3-S2305,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,1818.13765,2079.161455,True
EVAL-L3-S2305,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,1818.13765,2079.161455,True
EVAL-L3-S2305,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,1818.13765,2079.161455,True
EVAL-L3-S2305,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,1821.91565,2118.071955,True
EVAL-L3-S2305,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,1821.91565,2118.071955,True
EVAL-L3-S2305,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,1821.91565,2118.071955,True
EVAL-L3-S2305,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,1821.91565,2118.071955,True
EVAL-L3-S2305,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,1853.23775,2113.289245,True
EVAL-L3-S2305,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,1853.23775,2113.289245,True
EVAL-L3-S2305,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,1853.23775,2113.289245,True
EVAL-L3-S2305,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,1853.23775,2113.289245,True
EVAL-L3-S2305,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,1890.85195,2252.81233,True
EVAL-L3-S2305,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,1890.85195,2252.81233,True
EVAL-L3-S2305,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,1890.85195,2252.81233,True
EVAL-L3-S2305,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,1890.85195,2252.81233,True
EVAL-L3-S2306,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,2480.03255,3063.86257,True
EVAL-L3-S2306,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,2480.03255,3063.86257,True
EVAL-L3-S2306,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,2480.03255,3063.86257,True
EVAL-L3-S2306,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,2480.03255,3063.86257,True
EVAL-L3-S2306,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,2699.49895,2943.841035,True
EVAL-L3-S2306,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,2699.49895,2943.841035,True
EVAL-L3-S2306,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,2699.49895,2943.841035,True
EVAL-L3-S2306,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,2699.49895,2943.841035,True
EVAL-L3-S2306,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,2000.4812,2980.114025,True
EVAL-L3-S2306,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,2000.4812,2980.114025,True
EVAL-L3-S2306,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,2000.4812,2980.114025,True
EVAL-L3-S2306,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,2000.4812,2980.114025,True
EVAL-L3-S2306,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,2237.3592,2744.08338,True
EVAL-L3-S2306,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,2237.3592,2744.08338,True
EVAL-L3-S2306,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,2237.3592,2744.08338,True
